TimeLine,ChannelCode,RiskRating,Applications,Approvals,AvgApprovalAmount,Listings,AvgListingsAmount,Loans,AvgLoanAmount
8/16/2016,Direct Mail,B,113,113,19315.89987,77,17240.6852,44,18852.98064
8/16/2016,Direct Mail,C,111,111,17172.83629,67,15716.92961,40,15213.36969
8/16/2016,Direct Mail,D,43,43,16791.86533,30,16149.46172,20,15824.20884
8/16/2016,Direct Mail,E,20,20,12299.38508,12,10890.75919,7,11241.25139
8/16/2016,Direct Mail,HR,7,7,9070.132981,7,7641.765605,5,4899.020396
8/16/2016,Direct Mail,N/A,1311,688,17206.75551,0,NULL,0,NULL
8/16/2016,DirectToSite,A,28,28,14812.29245,24,12657.80597,21,13442.21708
8/16/2016,DirectToSite,AA,9,9,8332.407621,5,10417.91662,5,10417.91662
8/16/2016,DirectToSite,B,26,26,14695.58867,18,14921.39331,15,15438.9708
8/16/2016,DirectToSite,C,25,25,15667.37335,22,13440.29821,18,13260.37448
8/16/2016,DirectToSite,D,24,24,15795.21691,17,17408.67543,12,16329.04683
8/16/2016,DirectToSite,E,16,16,10561.83995,12,9682.526539,8,10248.71904
8/16/2016,DirectToSite,HR,9,9,7265.970559,8,5424.447069,3,4165.278574
8/16/2016,DirectToSite,N/A,1245,175,15221.47303,0,NULL,0,NULL
8/16/2016,Email,A,64,64,16507.07022,36,13107.96925,32,13049.59223
8/16/2016,Email,AA,29,29,12899.55522,24,13074.45527,22,12944.86619
8/16/2016,Email,B,73,73,16277.85922,46,14394.60014,32,13676.63514
8/16/2016,Email,C,87,87,15846.9443,57,13548.88512,37,13723.95343
8/16/2016,Email,D,44,44,14165.63262,27,11251.50924,18,10966.11305
8/16/2016,Email,E,22,22,11763.10172,13,10806.86109,10,11748.82522
8/16/2016,Email,HR,13,13,6830.243904,7,5642.051278,6,4999.166972
8/16/2016,Email,N/A,2343,876,15836.93169,0,NULL,0,NULL
8/16/2016,OC,A,8,8,10698.66279,7,9584.345236,5,11017.79664
8/16/2016,OC,AA,2,2,14492.75412,2,16241.87956,2,16241.87956
8/16/2016,OC,B,1,1,15984.01698,1,15984.01698,1,15984.01698
8/16/2016,OC,C,2,2,8495.752624,2,8495.752624,1,4995.005994
8/16/2016,OC,D,3,3,10163.27924,2,7746.127436,0,NULL
8/16/2016,OC,E,2,2,15992.0045,0,NULL,0,NULL
8/16/2016,OC,HR,1,1,7492.508492,1,7492.508492,0,NULL
8/16/2016,OC,N/A,284,64,11573.33481,0,NULL,0,NULL
8/16/2016,Partner,A,13,13,10114.60665,9,8943.450839,3,7997.334555
8/16/2016,Partner,AA,6,6,11664.72271,4,7998.00075,1,9990.010989
8/16/2016,Partner,B,16,16,17780.1388,11,13998.72748,5,14797.04079
8/16/2016,Partner,C,11,11,9090.082811,9,10165.53727,7,10355.66362
8/16/2016,Partner,D,4,4,5748.563109,4,5248.688078,4,5248.688078
8/16/2016,Partner,E,1,1,4995.005994,1,6993.007992,1,6993.007992
8/16/2016,Partner,HR,3,3,6497.834389,3,7330.890037,2,5497.251874
8/16/2016,Partner,N/A,734,247,11621.75052,0,NULL,0,NULL
8/17/2016,Digital,A,1,1,27572.42857,1,27572.42857,0,NULL
8/17/2016,Digital,B,2,2,5497.251874,1,7992.008991,1,7992.008991
8/17/2016,Digital,C,1,1,14985.01598,1,4995.005994,1,4995.005994
8/17/2016,Digital,D,1,1,11988.01299,1,11988.01299,1,11988.01299
8/17/2016,Digital,E,1,1,14985.01598,1,9990.010989,0,NULL
8/17/2016,Digital,N/A,11,2,13743.12894,0,NULL,0,NULL
8/17/2016,Direct Mail,A,83,83,20382.51348,54,18275.58751,32,17899.44067
8/17/2016,Direct Mail,AA,24,24,21061.62247,21,17475.35836,16,16498.96888
8/17/2016,Direct Mail,B,113,113,17944.99165,74,15863.31267,46,16184.43079
8/17/2016,Direct Mail,C,152,152,16508.45719,105,15009.39992,64,14221.6528
8/17/2016,Direct Mail,D,80,80,16056.04931,63,15934.68359,29,15447.74322
8/17/2016,Direct Mail,E,23,23,12303.81292,15,11265.98233,7,9570.061563
8/17/2016,Direct Mail,HR,8,8,6561.679915,5,7198.560488,5,7198.560488
8/17/2016,Direct Mail,N/A,1688,842,17386.44016,0,NULL,0,NULL
8/17/2016,DirectToSite,A,26,26,16300.14503,15,13185.78768,11,15116.80765
8/17/2016,DirectToSite,AA,3,3,17494.16894,3,17327.55781,2,15992.0045
8/17/2016,DirectToSite,B,23,23,15225.42502,14,12084.85115,10,10918.90821
8/17/2016,DirectToSite,C,32,32,17586.98169,23,16755.79327,20,17024.14884
8/17/2016,DirectToSite,D,12,12,12332.30572,11,12380.69276,6,11831.36161
8/17/2016,DirectToSite,E,6,6,10414.93101,5,11097.78064,3,8497.167944
8/17/2016,DirectToSite,HR,2,2,6246.877061,1,7492.508492,1,7492.508492
8/17/2016,DirectToSite,N/A,1020,147,14461.40503,0,NULL,0,NULL
8/17/2016,Email,A,27,27,16871.59739,21,14558.83058,13,13268.21021
8/17/2016,Email,AA,11,11,15544.04154,6,8898.51708,5,10077.9846
8/17/2016,Email,B,33,33,16572.25542,23,16102.43037,19,15802.95779
8/17/2016,Email,C,36,36,14219.07728,25,10813.84749,18,11546.96967
8/17/2016,Email,D,17,17,14187.4008,15,13465.76902,12,13998.83351
8/17/2016,Email,E,10,10,11858.91421,7,13955.14941,3,14895.03532
8/17/2016,Email,HR,9,9,5832.685368,5,6098.780444,4,5748.563109
8/17/2016,Email,N/A,563,212,14760.31246,0,NULL,0,NULL
8/17/2016,OC,A,3,3,15881.03999,3,15881.03999,2,15492.25437
8/17/2016,OC,B,3,3,19160.28024,3,8163.945685,2,11244.37831
8/17/2016,OC,C,6,6,13664.38944,6,10831.52825,2,13493.25387
8/17/2016,OC,D,2,2,14992.50425,1,9990.010989,0,NULL
8/17/2016,OC,E,4,4,9872.532117,4,9372.657086,2,10244.87806
8/17/2016,OC,HR,2,2,4997.501749,1,4995.005994,0,NULL
8/17/2016,OC,N/A,259,46,12249.55981,0,NULL,0,NULL
8/17/2016,Partner,A,16,16,11030.56065,12,9165.902925,12,9165.902925
8/17/2016,Partner,AA,6,6,9154.474421,5,9918.016597,2,9795.102949
8/17/2016,Partner,B,17,17,14528.5572,14,14356.11749,8,11873.51594
8/17/2016,Partner,C,16,16,12002.28117,14,9513.677666,9,8143.539718
8/17/2016,Partner,D,7,7,12248.25039,5,11597.68066,5,11597.68066
8/17/2016,Partner,E,3,3,10663.11263,3,11662.77941,1,11988.01299
8/17/2016,Partner,N/A,891,307,12562.43791,0,NULL,0,NULL
8/18/2016,Digital,B,1,1,29970.03097,1,29970.03097,0,NULL
8/18/2016,Digital,C,1,1,14985.01598,1,15984.01698,0,NULL
8/18/2016,Digital,E,1,1,7992.008991,1,5994.006993,1,5994.006993
8/18/2016,Digital,N/A,6,1,18981.01998,0,NULL,0,NULL
8/18/2016,Direct Mail,A,86,86,19222.43929,55,16593.3165,32,15295.62579
8/18/2016,Direct Mail,AA,32,32,20430.61157,23,16490.58741,9,17022.56871
8/18/2016,Direct Mail,B,148,148,19416.78097,112,17493.50453,64,17630.81828
8/18/2016,Direct Mail,C,153,153,18058.71858,105,17220.79791,68,15083.61643
8/18/2016,Direct Mail,D,59,59,14425.1962,45,13413.05751,23,15655.88457
8/18/2016,Direct Mail,E,22,22,12281.30544,11,10453.59522,5,10197.96061
8/18/2016,Direct Mail,HR,8,8,7199.100237,5,6698.660468,3,7330.890037
8/18/2016,Direct Mail,N/A,1663,845,17100.12296,0,NULL,0,NULL
8/18/2016,DirectToSite,A,38,38,11983.89519,24,12189.49215,19,10497.38177
8/18/2016,DirectToSite,AA,12,12,11799.01683,11,9953.640669,10,11475.0186
8/18/2016,DirectToSite,B,14,14,14384.97257,13,13560.72617,11,13108.17208
8/18/2016,DirectToSite,C,33,33,15899.42732,27,15230.84334,23,14401.46085
8/18/2016,DirectToSite,D,11,11,12862.46714,9,14553.93856,7,13712.32695
8/18/2016,DirectToSite,E,10,10,9749.025197,7,8427.367662,6,6998.833694
8/18/2016,DirectToSite,HR,5,5,7798.440512,3,6497.834389,2,6746.627186
8/18/2016,DirectToSite,N/A,953,135,14297.67928,0,NULL,0,NULL
8/18/2016,Email,A,39,39,13622.39432,28,12042.42709,20,11209.43958
8/18/2016,Email,AA,20,20,13544.32283,16,11743.01612,11,11451.5045
8/18/2016,Email,B,40,40,15839.62903,32,13587.10668,21,13527.97491
8/18/2016,Email,C,43,43,17411.24627,28,14724.47416,21,14585.01981
8/18/2016,Email,D,27,27,13203.21473,17,10205.2821,11,11135.35142
8/18/2016,Email,E,13,13,12299.13091,11,10762.74893,8,9811.273716
8/18/2016,Email,HR,3,3,7497.501166,3,7497.501166,3,7497.501166
8/18/2016,Email,N/A,1021,404,15630.50339,0,NULL,0,NULL
8/18/2016,OC,A,3,3,6497.834389,3,6831.056648,1,6493.507493
8/18/2016,OC,AA,2,2,3098.451274,2,3098.451274,0,NULL
8/18/2016,OC,B,7,7,12926.7249,6,9415.09765,2,9495.252874
8/18/2016,OC,C,3,3,14995.002,3,10996.33489,2,14992.50425
8/18/2016,OC,D,9,9,9776.69159,6,7998.667055,3,7664.112296
8/18/2016,OC,E,1,1,6228.772228,1,6228.772228,1,6228.772228
8/18/2016,OC,HR,2,2,5147.426787,2,5147.426787,2,5997.001999
8/18/2016,OC,N/A,265,48,11027.45778,0,NULL,0,NULL
8/18/2016,Partner,A,14,14,13534.74759,7,15881.15998,4,17245.68883
8/18/2016,Partner,AA,7,7,11569.77589,5,13197.36073,1,14985.01598
8/18/2016,Partner,B,11,11,9953.640669,5,7598.480504,3,6664.445518
8/18/2016,Partner,C,9,9,14220.64226,7,14497.92901,4,12996.75106
8/18/2016,Partner,D,3,3,14495.16861,2,4247.876562,1,4995.005994
8/18/2016,Partner,E,2,2,6996.502249,2,6996.502249,1,11988.01299
8/18/2016,Partner,HR,1,1,5994.006993,1,5994.006993,0,NULL
8/18/2016,Partner,N/A,750,281,12863.11081,0,NULL,0,NULL
8/19/2016,Digital,C,1,1,9990.010989,1,9990.010989,0,NULL
8/19/2016,Digital,N/A,7,1,21978.02298,0,NULL,0,NULL
8/19/2016,Direct Mail,A,81,81,18192.38035,53,15645.00672,41,14394.79527
8/19/2016,Direct Mail,AA,37,37,18067.0793,29,14051.23965,20,14574.27134
8/19/2016,Direct Mail,B,135,135,18745.04634,97,16407.04736,65,16225.90423
8/19/2016,Direct Mail,C,143,143,17524.2341,97,15443.15008,63,15356.12135
8/19/2016,Direct Mail,D,75,75,16214.50382,56,15042.6064,38,14865.42462
8/19/2016,Direct Mail,E,14,14,12999.07157,9,10554.38296,6,11164.80603
8/19/2016,Direct Mail,HR,5,5,7498.5005,5,6398.720456,3,5664.77874
8/19/2016,Direct Mail,N/A,1399,690,17778.3409,0,NULL,0,NULL
8/19/2016,DirectToSite,A,21,21,13966.00167,18,12760.40226,13,11591.41612
8/19/2016,DirectToSite,AA,13,13,16191.0623,8,13210.84877,7,14640.76575
8/19/2016,DirectToSite,B,21,21,16875.38693,15,14272.38191,11,13098.80929
8/19/2016,DirectToSite,C,19,19,13536.12973,17,13022.76343,15,13379.10813
8/19/2016,DirectToSite,D,16,16,13113.30548,13,11946.85032,10,10088.9912
8/19/2016,DirectToSite,E,5,5,13797.24075,5,13997.20076,3,11329.55715
8/19/2016,DirectToSite,HR,4,4,7498.125719,3,4331.889703,3,4331.889703
8/19/2016,DirectToSite,N/A,922,139,14702.77912,0,NULL,0,NULL
8/19/2016,Email,A,13,13,11527.6518,8,8436.445569,6,9831.694884
8/19/2016,Email,AA,6,6,17280.45342,5,16996.60088,4,17495.62634
8/19/2016,Email,B,20,20,18149.0926,14,16313.12056,13,15721.86763
8/19/2016,Email,C,23,23,12777.70536,20,10869.45658,13,10614.56819
8/19/2016,Email,D,4,4,12496.87603,2,9995.002999,1,14985.01598
8/19/2016,Email,E,9,9,12320.96445,8,10361.32996,6,11564.90602
8/19/2016,Email,HR,6,6,6665.555907,4,6873.28193,4,6873.28193
8/19/2016,Email,N/A,361,129,15342.47797,0,NULL,0,NULL
8/19/2016,OC,A,4,4,21619.59535,2,11744.12844,1,7492.508492
8/19/2016,OC,AA,2,2,10994.50325,2,12493.75362,2,12493.75362
8/19/2016,OC,B,2,2,13018.49125,2,13018.49125,0,NULL
8/19/2016,OC,C,3,3,11879.37388,2,10319.84058,2,10319.84058
8/19/2016,OC,D,1,1,7992.008991,1,7492.508492,1,7492.508492
8/19/2016,OC,E,1,1,11988.01299,1,11988.01299,1,11988.01299
8/19/2016,OC,HR,3,3,3998.667444,2,4997.501749,2,4997.501749
8/19/2016,OC,N/A,183,34,11570.24796,0,NULL,0,NULL
8/19/2016,Partner,A,12,12,9665.861262,11,11635.30597,5,9398.120576
8/19/2016,Partner,AA,5,5,13597.28074,2,13493.25387,2,13493.25387
8/19/2016,Partner,B,14,14,12499.10728,13,12960.54157,10,10898.91021
8/19/2016,Partner,C,8,8,15498.06287,6,16997.16731,5,16396.72086
8/19/2016,Partner,D,4,4,8622.844539,2,14992.50425,1,9990.010989
8/19/2016,Partner,E,3,3,7830.723426,3,4165.278574,0,NULL
8/19/2016,Partner,HR,1,1,7492.508492,1,7492.508492,1,7492.508492
8/19/2016,Partner,N/A,803,206,12560.6235,0,NULL,0,NULL
8/20/2016,Digital,A,1,1,11988.01299,1,9990.010989,1,9990.010989
8/20/2016,Digital,B,1,1,19980.02098,0,NULL,0,NULL
8/20/2016,Digital,C,2,2,4997.501749,1,3996.004995,1,1998.002997
8/20/2016,Digital,N/A,15,5,21995.60108,0,NULL,0,NULL
8/20/2016,Direct Mail,A,79,79,18446.29816,51,16299.68042,35,15422.41653
8/20/2016,Direct Mail,AA,16,16,19686.26967,12,14248.81268,9,14553.93856
8/20/2016,Direct Mail,B,90,90,18426.61749,54,15633.30311,34,15111.32028
8/20/2016,Direct Mail,C,72,72,16891.43208,48,14400.74167,31,15193.05832
8/20/2016,Direct Mail,D,45,45,15994.0446,30,15107.76311,19,15222.7778
8/20/2016,Direct Mail,E,8,8,13748.28159,4,12496.87603,2,12493.75362
8/20/2016,Direct Mail,HR,1,1,3496.504496,1,3496.504496,1,3496.504496
8/20/2016,Direct Mail,N/A,888,470,17377.21622,0,NULL,0,NULL
8/20/2016,DirectToSite,A,13,13,13506.73033,12,12465.62795,9,11787.57927
8/20/2016,DirectToSite,AA,6,6,11031.66156,5,12197.56069,5,12197.56069
8/20/2016,DirectToSite,B,17,17,16084.46568,12,16940.25506,7,16697.61477
8/20/2016,DirectToSite,C,19,19,13767.69649,11,14289.61013,7,15169.26168
8/20/2016,DirectToSite,D,10,10,15898.41026,10,13148.68523,9,13498.50028
8/20/2016,DirectToSite,E,5,5,11997.60068,5,8998.20056,3,8163.945685
8/20/2016,DirectToSite,HR,3,3,7497.501166,2,7496.252374,1,7492.508492
8/20/2016,DirectToSite,N/A,620,94,15144.03039,0,NULL,0,NULL
8/20/2016,Email,A,9,9,15776.1361,6,13931.01166,6,13931.01166
8/20/2016,Email,AA,8,8,10561.17998,8,12748.40657,7,12426.79631
8/20/2016,Email,B,16,16,12399.22511,11,10717.20762,9,12531.94101
8/20/2016,Email,C,20,20,15774.21134,16,15692.76926,16,15692.76926
8/20/2016,Email,D,10,10,16998.30027,5,13397.32074,5,13397.32074
8/20/2016,Email,E,5,5,11397.72066,4,11247.18845,2,9995.002999
8/20/2016,Email,HR,2,2,4997.501749,2,4747.626687,2,4747.626687
8/20/2016,Email,N/A,296,109,15450.87661,0,NULL,0,NULL
8/20/2016,OC,AA,3,3,7264.245585,3,8263.912363,3,8263.912363
8/20/2016,OC,B,2,2,15492.25437,1,24975.02597,1,9990.010989
8/20/2016,OC,E,1,1,1998.002997,1,1998.002997,0,NULL
8/20/2016,OC,HR,1,1,4090.91009,1,3491.509491,0,NULL
8/20/2016,OC,N/A,130,19,10878.37488,0,NULL,0,NULL
8/20/2016,Partner,A,6,6,14142.64306,5,13371.32593,4,10464.88403
8/20/2016,Partner,AA,1,1,9990.010989,1,11988.01299,1,11988.01299
8/20/2016,Partner,B,12,12,12510.29089,8,11440.57005,6,9587.735544
8/20/2016,Partner,C,9,9,9776.69159,6,12289.61856,6,12289.61856
8/20/2016,Partner,D,7,7,9427.224825,4,11747.06348,3,13328.8907
8/20/2016,Partner,E,1,1,5994.006993,1,5994.006993,1,5994.006993
8/20/2016,Partner,HR,1,1,3996.004995,1,3996.004995,1,3996.004995
8/20/2016,Partner,N/A,549,178,13017.34822,0,NULL,0,NULL
8/21/2016,Digital,E,1,1,3996.004995,0,NULL,0,NULL
8/21/2016,Digital,N/A,7,3,13995.33522,0,NULL,0,NULL
8/21/2016,Direct Mail,A,40,40,17474.56316,20,17999.10009,15,16198.92014
8/21/2016,Direct Mail,AA,11,11,22634.30606,7,16997.57192,4,17495.62634
8/21/2016,Direct Mail,B,68,68,19570.30045,45,15755.20546,38,16170.62712
8/21/2016,Direct Mail,C,87,87,17709.00336,63,17068.01481,42,16916.31154
8/21/2016,Direct Mail,D,34,34,15573.07141,19,16467.60702,12,17656.94534
8/21/2016,Direct Mail,E,8,8,10686.16435,6,11164.80603,3,12995.66844
8/21/2016,Direct Mail,HR,6,6,6748.875354,4,7748.063234,2,5747.126937
8/21/2016,Direct Mail,N/A,682,366,18842.63158,0,NULL,0,NULL
8/21/2016,DirectToSite,A,12,12,20260.81168,9,14165.09288,7,15783.45965
8/21/2016,DirectToSite,AA,3,3,11829.39054,1,11988.01299,1,11988.01299
8/21/2016,DirectToSite,B,6,6,13331.11165,3,11829.39054,2,13493.25387
8/21/2016,DirectToSite,C,10,10,17838.31627,8,12235.97063,8,12235.97063
8/21/2016,DirectToSite,D,9,9,13665.14843,8,11686.03937,6,10581.56991
8/21/2016,DirectToSite,E,2,2,2998.501249,1,4495.505495,0,NULL
8/21/2016,DirectToSite,HR,8,8,6249.218973,6,5367.605566,4,6051.237441
8/21/2016,DirectToSite,N/A,578,102,15469.466,0,NULL,0,NULL
8/21/2016,Email,A,15,15,14139.05746,12,14623.78143,12,15040.41338
8/21/2016,Email,AA,4,4,21119.72032,3,14995.002,2,14992.50425
8/21/2016,Email,B,18,18,13197.04466,12,14832.09741,11,15089.53741
8/21/2016,Email,C,13,13,12845.16583,7,13969.43308,5,14997.0008
8/21/2016,Email,D,8,8,10436.1956,5,11297.74065,3,9496.834722
8/21/2016,Email,E,2,2,12246.87706,2,9245.377811,1,14985.01598
8/21/2016,Email,HR,5,5,7198.560488,3,6664.445518,2,7496.252374
8/21/2016,Email,N/A,226,89,14699.84608,0,NULL,0,NULL
8/21/2016,OC,A,2,2,8995.502749,2,9245.377811,1,6493.507493
8/21/2016,OC,AA,2,2,7246.377311,2,7871.064968,2,7871.064968
8/21/2016,OC,B,3,3,8658.78074,3,8658.78074,2,10987.007
8/21/2016,OC,C,2,2,6146.927036,2,6146.927036,2,6146.927036
8/21/2016,OC,D,1,1,9790.210789,1,9790.210789,1,6993.007992
8/21/2016,OC,HR,1,1,7492.508492,0,NULL,0,NULL
8/21/2016,OC,N/A,133,25,10719.57126,0,NULL,0,NULL
8/21/2016,Partner,A,11,11,10089.99191,8,8623.922135,3,10829.72376
8/21/2016,Partner,AA,5,5,6798.640472,3,5664.77874,2,6996.502249
8/21/2016,Partner,B,11,11,13816.92582,6,14997.50058,5,15996.80084
8/21/2016,Partner,C,8,8,7374.078365,6,9165.13931,3,7497.501166
8/21/2016,Partner,D,3,3,9663.445851,2,9495.252874,0,NULL
8/21/2016,Partner,E,3,3,12329.22393,2,12493.75362,1,14985.01598
8/21/2016,Partner,HR,1,1,1998.002997,0,NULL,0,NULL
8/21/2016,Partner,N/A,462,150,12929.91381,0,NULL,0,NULL
8/22/2016,Digital,A,5,5,20195.96101,4,17495.62634,2,12993.50375
8/22/2016,Digital,AA,1,1,19980.02098,1,9990.010989,0,NULL
8/22/2016,Digital,B,6,6,23329.44526,4,20494.87653,2,13493.25387
8/22/2016,Digital,C,3,3,31656.11496,1,29970.03097,1,29970.03097
8/22/2016,Digital,D,1,1,17982.01898,1,17982.01898,0,NULL
8/22/2016,Digital,E,1,1,4995.005994,1,6993.007992,1,6993.007992
8/22/2016,Digital,N/A,82,22,14017.59015,0,NULL,0,NULL
8/22/2016,Direct Mail,A,78,78,19083.08869,56,16088.99843,34,15842.7373
8/22/2016,Direct Mail,AA,37,37,15796.87038,29,12292.6796,19,12657.22862
8/22/2016,Direct Mail,B,114,114,17256.42758,81,15254.13268,53,15826.11651
8/22/2016,Direct Mail,C,128,128,17046.74183,103,15920.23379,73,15510.74644
8/22/2016,Direct Mail,D,71,71,14746.27119,49,14236.44417,29,13054.72229
8/22/2016,Direct Mail,E,22,22,10131.44862,15,9232.717885,8,11061.11749
8/22/2016,Direct Mail,HR,13,13,8222.521421,9,6599.377958,6,5499.083653
8/22/2016,Direct Mail,N/A,1295,598,16945.05862,0,NULL,0,NULL
8/22/2016,DirectToSite,A,32,32,13499.57817,23,11686.44846,20,11389.43058
8/22/2016,DirectToSite,AA,13,13,13487.80871,10,12798.72023,9,13776.24719
8/22/2016,DirectToSite,B,26,26,16760.89385,19,16735.96132,17,15763.77866
8/22/2016,DirectToSite,C,27,27,15669.79004,22,15240.2164,21,14680.25337
8/22/2016,DirectToSite,D,14,14,10793.51482,10,11998.80022,9,12776.35829
8/22/2016,DirectToSite,E,9,9,12165.31508,8,12123.48469,6,11164.80603
8/22/2016,DirectToSite,HR,9,9,4532.940895,9,4310.632263,7,3770.890016
8/22/2016,DirectToSite,N/A,1066,159,14142.86074,0,NULL,0,NULL
8/22/2016,Email,A,25,25,14131.47478,20,11189.44058,18,11971.55719
8/22/2016,Email,AA,8,8,14298.21285,6,11881.35327,5,12557.4887
8/22/2016,Email,B,22,22,16571.97405,16,14767.82707,13,14329.66703
8/22/2016,Email,C,16,16,20042.49741,13,16152.60372,9,18720.14232
8/22/2016,Email,D,11,11,14644.21425,6,16497.41726,3,11329.89037
8/22/2016,Email,E,5,5,10713.85743,4,8892.777056,3,10523.15928
8/22/2016,Email,HR,3,3,4998.334222,2,7496.252374,2,7496.252374
8/22/2016,Email,N/A,290,88,14221.44068,0,NULL,0,NULL
8/22/2016,OC,A,1,1,9990.010989,1,9990.010989,1,9990.010989
8/22/2016,OC,AA,3,3,15126.62479,2,18490.75512,2,18490.75512
8/22/2016,OC,B,6,6,15164.13948,4,20494.87653,3,20659.78041
8/22/2016,OC,C,7,7,10284.24525,5,11857.62867,2,11494.25337
8/22/2016,OC,D,1,1,5479.521479,1,2747.253746,0,NULL
8/22/2016,OC,E,3,3,10663.11263,3,9330.223592,1,11988.01299
8/22/2016,OC,HR,2,2,2323.838581,2,2323.838581,2,2323.838581
8/22/2016,OC,N/A,280,48,11529.78065,0,NULL,0,NULL
8/22/2016,Partner,A,10,10,11898.81022,5,11997.60068,4,14496.37616
8/22/2016,Partner,AA,5,5,12197.56069,3,10663.11263,3,10663.11263
8/22/2016,Partner,B,13,13,9371.586878,7,9355.806456,5,8598.280544
8/22/2016,Partner,C,9,9,11220.97556,9,12220.86446,6,11498.08382
8/22/2016,Partner,D,1,1,9990.010989,0,NULL,0,NULL
8/22/2016,Partner,E,1,1,6293.707293,0,NULL,0,NULL
8/22/2016,Partner,HR,3,3,5664.77874,1,3996.004995,0,NULL
8/22/2016,Partner,N/A,654,172,12003.31975,0,NULL,0,NULL
8/23/2016,Digital,A,6,6,17497.08399,2,17991.005,1,19980.02098
8/23/2016,Digital,AA,1,1,3196.804196,1,3196.804196,0,NULL
8/23/2016,Digital,B,8,8,16997.87539,5,12597.4807,4,13246.68858
8/23/2016,Digital,C,9,9,17220.30897,6,15497.41726,4,15746.06373
8/23/2016,Digital,D,9,9,10743.25086,8,12898.38783,6,15364.10615
8/23/2016,Digital,E,1,1,9990.010989,1,9990.010989,1,9990.010989
8/23/2016,Digital,HR,1,1,7492.508492,0,NULL,0,NULL
8/23/2016,Digital,N/A,203,54,15064.53586,0,NULL,0,NULL
8/23/2016,Direct Mail,A,72,72,19263.62135,46,16275.73316,30,15495.87184
8/23/2016,Direct Mail,AA,16,16,19092.55678,12,16790.26756,6,14080.98667
8/23/2016,Direct Mail,B,97,97,17055.49428,65,16213.59673,46,15977.91355
8/23/2016,Direct Mail,C,117,117,18289.81804,87,15845.22018,62,16339.25261
8/23/2016,Direct Mail,D,59,59,15089.60867,47,14051.2117,26,12223.37606
8/23/2016,Direct Mail,E,13,13,9837.781786,10,8099.290171,4,7248.43814
8/23/2016,Direct Mail,HR,7,7,7284.673761,5,6856.628874,4,6695.826293
8/23/2016,Direct Mail,N/A,1076,515,16834.61003,0,NULL,0,NULL
8/23/2016,DirectToSite,A,26,26,15602.63071,21,14841.38855,21,14841.38855
8/23/2016,DirectToSite,AA,8,8,14423.19723,6,13097.8172,4,12896.77606
8/23/2016,DirectToSite,B,30,30,16162.79461,22,16108.35876,18,16993.50042
8/23/2016,DirectToSite,C,28,28,13570.94393,23,14999.3479,17,13910.94647
8/23/2016,DirectToSite,D,23,23,14690.70914,18,15365.86862,15,13439.17079
8/23/2016,DirectToSite,E,5,5,8898.220556,3,7330.890037,1,11988.01299
8/23/2016,DirectToSite,HR,10,10,6389.461154,9,5793.911899,6,5365.939177
8/23/2016,DirectToSite,N/A,1053,150,14297.76449,0,NULL,0,NULL
8/23/2016,Email,A,64,64,16166.96616,43,14056.9987,31,13156.51111
8/23/2016,Email,AA,27,27,13192.10403,17,10528.79248,15,10065.99567
8/23/2016,Email,B,68,68,17479.16944,45,14144.13015,34,14067.23335
8/23/2016,Email,C,73,73,15813.87928,37,14840.89622,30,14036.19883
8/23/2016,Email,D,39,39,14012.48688,22,12981.31908,18,11255.04144
8/23/2016,Email,E,20,20,11448.9276,12,10124.1564,10,9699.030197
8/23/2016,Email,HR,10,10,6749.325167,7,6570.490073,7,5499.214541
8/23/2016,Email,N/A,1926,779,15447.23563,0,NULL,0,NULL
8/23/2016,OC,A,4,4,17370.65759,4,14371.4074,3,14228.5908
8/23/2016,OC,AA,4,4,7298.175706,4,6798.300675,3,7564.145618
8/23/2016,OC,B,4,4,12246.93852,2,6396.802099,2,6396.802099
8/23/2016,OC,C,3,3,11562.81273,2,11344.32834,1,10689.31169
8/23/2016,OC,D,9,9,11479.61349,8,9223.847144,5,10757.84863
8/23/2016,OC,E,3,3,7630.79007,1,2497.503497,0,NULL
8/23/2016,OC,HR,2,2,5947.026987,2,3198.401299,1,1998.002997
8/23/2016,OC,N/A,305,60,12205.87992,0,NULL,0,NULL
8/23/2016,Partner,A,10,10,10798.92021,6,9581.736544,3,5164.945352
8/23/2016,Partner,AA,10,10,11798.82022,6,11164.80603,5,9398.120576
8/23/2016,Partner,B,11,11,11726.2068,7,11284.10241,3,10663.11263
8/23/2016,Partner,C,8,8,12767.27922,5,16596.88082,2,7996.502249
8/23/2016,Partner,D,5,5,9098.180564,5,9298.140572,4,10372.40715
8/23/2016,Partner,E,3,3,11329.55715,2,5997.001999,2,5997.001999
8/23/2016,Partner,HR,2,2,5797.101949,2,6146.927036,2,6146.927036
8/23/2016,Partner,N/A,658,213,13723.53651,0,NULL,0,NULL
8/24/2016,Digital,A,4,4,13496.62609,2,14992.50425,1,9990.010989
8/24/2016,Digital,AA,1,1,7293.707293,1,2997.003996,1,2997.003996
8/24/2016,Digital,B,7,7,18140.26582,6,18163.63956,6,18163.63956
8/24/2016,Digital,C,6,6,14497.5839,6,15181.96984,5,13218.75645
8/24/2016,Digital,D,5,5,14097.18076,5,16346.73085,3,13912.02966
8/24/2016,Digital,E,2,2,6996.502249,2,2498.751124,0,NULL
8/24/2016,Digital,N/A,181,47,14223.10166,0,NULL,0,NULL
